"Genero","Edad","Efectivo","Online","GastoMedio","G"
"Hombre",29,"No","Si",163.49,"A"
"Mujer",56,"Si","Si",249.85,"R"
"Mujer",48,"Si","No",261.15,"R"
"Mujer",49,"Si","No",261.75,"R"
"Hombre",19,"No","Si",90.19,"M"
"Mujer",28,"Si","No",186.61,"A"
"Hombre",59,"No","No",209.91,"R"
"Mujer",28,"Si","No",187.28,"A"
"Hombre",53,"No","No",215.12,"R"
"Mujer",43,"Si","Si",254.62,"R"
"Hombre",27,"Si","No",161.75,"A"
"Hombre",60,"No","No",216.46,"R"
"Mujer",38,"Si","No",242.2,"R"
"Mujer",59,"Si","Si",234.55,"R"
"Mujer",22,"Si","Si",132.3,"V"
"Mujer",42,"No","Si",256.18,"R"
"Mujer",63,"No","Si",213.86,"R"
"Mujer",50,"Si","Si",264.78,"R"
"Hombre",69,"No","Si",171.04,"A"
"Mujer",38,"Si","Si",244.19,"R"
"Mujer",55,"Si","Si",247.78,"R"
"Hombre",69,"No","Si",173.21,"A"
"Hombre",67,"Si","No",173.64,"A"
"Hombre",69,"No","No",170.05,"A"
"Hombre",69,"No","No",159.08,"A"
"Hombre",25,"No","Si",130.87,"V"
"Hombre",36,"No","No",212.03,"R"
"Mujer",36,"Si","No",236.08,"R"
"Mujer",23,"Si","Si",135.57,"V"
"Hombre",49,"No","Si",236.69,"R"
"Hombre",27,"No","No",167.03,"A"
"Mujer",27,"Si","No",180.21,"A"
"Hombre",32,"No","No",194.49,"A"
"Hombre",32,"No","No",187.94,"A"
"Hombre",55,"Si","Si",211.65,"R"
"Mujer",23,"Si","Si",141.33,"V"
"Hombre",46,"No","No",228.81,"R"
"Mujer",32,"Si","No",212.81,"R"
"Hombre",59,"No","No",219.04,"R"
"Mujer",41,"No","No",251.83,"R"
"Hombre",50,"No","Si",227.38,"R"
"Mujer",40,"No","No",250.44,"R"
"Mujer",67,"No","No",184.09,"A"
"Hombre",51,"No","Si",223.41,"R"
"Hombre",42,"Si","Si",220.07,"R"
"Hombre",22,"No","No",125.4,"V"
"Mujer",65,"Si","Si",202.62,"R"
"Hombre",56,"No","No",217.54,"R"
"Hombre",61,"Si","No",206.58,"R"
"Mujer",53,"Si","Si",257.28,"R"
"Mujer",40,"Si","No",253.79,"R"
"Mujer",49,"Si","Si",261.27,"R"
"Mujer",28,"Si","Si",183,"A"
"Hombre",61,"Si","Si",196.03,"A"
"Mujer",31,"No","No",206.8,"R"
"Hombre",62,"Si","Si",200.31,"R"
"Hombre",35,"No","No",194.93,"A"
"Mujer",54,"Si","Si",252.37,"R"
"Hombre",29,"Si","No",168.79,"A"
"Mujer",22,"No","Si",131.58,"V"
"Hombre",37,"Si","No",200.86,"R"
"Hombre",67,"Si","Si",167.89,"A"
"Mujer",56,"Si","Si",249.53,"R"
"Hombre",43,"No","No",212.95,"R"
"Mujer",38,"No","No",244.53,"R"
"Mujer",45,"Si","No",260.7,"R"
"Hombre",27,"Si","Si",166.66,"A"
"Mujer",22,"No","No",134.72,"V"
"Mujer",56,"Si","No",244.08,"R"
"Mujer",42,"Si","Si",251.42,"R"
"Mujer",53,"Si","Si",256.82,"R"
"Hombre",35,"No","No",210.04,"R"
"Mujer",38,"Si","Si",242.7,"R"
"Mujer",44,"Si","Si",259.51,"R"
"Mujer",34,"No","No",224.22,"R"
"Hombre",29,"No","Si",166.25,"A"
"Hombre",22,"Si","Si",129.98,"V"
"Mujer",50,"Si","Si",259.79,"R"
"Hombre",24,"No","No",147.19,"V"
"Hombre",53,"Si","Si",224.78,"R"
"Hombre",36,"No","No",197.01,"A"
"Mujer",48,"Si","No",260.29,"R"
"Mujer",57,"No","No",242.73,"R"
"Mujer",68,"Si","Si",174.88,"A"
"Mujer",22,"No","No",130.45,"V"
"Hombre",44,"No","No",221.61,"R"
"Mujer",51,"No","No",258.68,"R"
"Mujer",38,"Si","Si",241.93,"R"
"Mujer",40,"Si","Si",249.06,"R"
"Hombre",46,"Si","Si",231.53,"R"
"Hombre",45,"Si","No",234.87,"R"
"Mujer",70,"Si","Si",161.15,"A"
"Hombre",38,"No","Si",223.05,"R"
"Mujer",23,"Si","Si",139.12,"V"
"Mujer",52,"No","Si",256.3,"R"
"Mujer",24,"Si","No",151.54,"A"
"Hombre",53,"Si","No",223.41,"R"
"Mujer",20,"Si","No",108.47,"V"
"Hombre",44,"No","No",220.83,"R"
"Mujer",21,"Si","Si",118.7,"V"
"Hombre",36,"Si","No",200.63,"R"
"Hombre",28,"No","No",170.38,"A"
"Mujer",40,"Si","Si",250.21,"R"
"Hombre",25,"Si","Si",136.79,"V"
"Hombre",56,"No","Si",221.41,"R"
"Hombre",28,"Si","Si",177.78,"A"
"Hombre",21,"No","No",125.24,"V"
"Hombre",60,"No","No",224.4,"R"
"Mujer",28,"No","No",186.61,"A"
"Mujer",40,"No","Si",250.35,"R"
"Mujer",36,"No","No",237.77,"R"
"Mujer",38,"Si","Si",243.67,"R"
"Hombre",34,"No","Si",201.62,"R"
"Hombre",63,"Si","Si",189.63,"A"
"Hombre",32,"No","No",197.6,"A"
"Hombre",43,"Si","No",244.58,"R"
"Mujer",46,"Si","No",263.85,"R"
"Mujer",47,"Si","No",264.5,"R"
"Hombre",35,"Si","Si",214.91,"R"
"Mujer",62,"Si","Si",220.67,"R"
"Mujer",60,"Si","Si",234.38,"R"
"Mujer",51,"Si","Si",261.23,"R"
"Hombre",20,"Si","No",110.78,"V"
"Hombre",24,"No","No",155.95,"A"
"Hombre",67,"No","Si",179.43,"A"
"Mujer",39,"No","Si",246.52,"R"
"Hombre",19,"No","Si",80.57,"M"
"Hombre",37,"Si","No",204.82,"R"
"Mujer",52,"No","No",261.73,"R"
"Mujer",70,"Si","Si",160.9,"A"
"Hombre",30,"Si","Si",169.57,"A"
"Hombre",22,"No","Si",115.45,"V"
"Mujer",26,"Si","Si",169.03,"A"
"Mujer",42,"Si","Si",256.98,"R"
"Hombre",27,"No","No",168.32,"A"
"Mujer",22,"Si","Si",133.47,"V"
"Mujer",52,"Si","Si",252.74,"R"
"Mujer",52,"No","No",260.05,"R"
"Mujer",44,"Si","No",260.02,"R"
"Mujer",64,"No","Si",208.42,"R"
"Mujer",18,"Si","No",88.42,"M"
"Hombre",22,"No","Si",127.45,"V"
"Mujer",41,"Si","No",250.51,"R"
"Hombre",33,"Si","No",194.33,"A"
"Mujer",52,"Si","Si",254.57,"R"
"Hombre",55,"No","No",212.99,"R"
"Hombre",68,"No","No",168.75,"A"
"Mujer",70,"Si","Si",158.21,"A"
"Hombre",52,"Si","Si",212.41,"R"
"Mujer",22,"No","Si",130.78,"V"
"Hombre",33,"No","Si",198.26,"A"
"Hombre",66,"No","Si",177.73,"A"
"Mujer",46,"Si","Si",260.31,"R"
"Mujer",49,"No","Si",257.54,"R"
"Mujer",26,"No","No",169.6,"A"
"Hombre",20,"No","Si",102.01,"V"
"Hombre",24,"No","No",145.42,"V"
"Hombre",53,"Si","Si",213.77,"R"
"Hombre",67,"Si","Si",187.32,"A"
"Mujer",59,"Si","Si",230.46,"R"
"Mujer",64,"Si","Si",207.99,"R"
"Hombre",23,"Si","Si",118.18,"V"
"Mujer",24,"Si","No",153.11,"A"
"Hombre",42,"Si","Si",214.04,"R"
"Mujer",30,"Si","Si",200.92,"R"
"Mujer",60,"Si","Si",229,"R"
"Hombre",21,"Si","Si",115.29,"V"
"Mujer",54,"No","Si",249.26,"R"
"Mujer",18,"Si","Si",85.61,"M"
"Hombre",18,"No","Si",94.86,"M"
"Mujer",27,"No","Si",175.86,"A"
"Mujer",26,"Si","No",169.53,"A"
"Hombre",47,"No","No",232.62,"R"
"Mujer",62,"Si","No",220.36,"R"
"Hombre",33,"Si","Si",208.43,"R"
"Hombre",62,"Si","Si",202.21,"R"
"Hombre",61,"No","Si",206.72,"R"
"Mujer",30,"No","Si",198.27,"A"
"Hombre",70,"No","Si",162.49,"A"
"Mujer",54,"Si","Si",252.1,"R"
"Mujer",29,"Si","No",195.8,"A"
"Hombre",39,"Si","No",214.53,"R"
"Hombre",26,"Si","Si",166.65,"A"
"Hombre",62,"No","No",208.7,"R"
"Hombre",57,"No","Si",218.68,"R"
"Hombre",39,"Si","No",222.66,"R"
"Mujer",53,"No","No",253.58,"R"
"Mujer",48,"No","No",261.39,"R"
"Mujer",58,"Si","No",237.39,"R"
"Mujer",52,"Si","Si",258.09,"R"
"Hombre",48,"Si","No",217.5,"R"
"Mujer",19,"Si","No",99.49,"M"
"Hombre",18,"No","No",106.85,"V"
"Hombre",23,"No","Si",137.99,"V"
"Mujer",26,"Si","No",170.92,"A"
"Hombre",52,"Si","Si",221.35,"R"
"Hombre",61,"No","Si",199.37,"A"
"Mujer",46,"Si","Si",258.72,"R"
"Mujer",59,"Si","Si",232.63,"R"
"Hombre",54,"Si","No",226.78,"R"
"Hombre",44,"Si","No",227.55,"R"
"Hombre",27,"Si","Si",160.15,"A"
"Hombre",32,"No","Si",185.78,"A"
"Hombre",60,"No","No",202.67,"R"
"Hombre",21,"Si","Si",122.36,"V"
"Mujer",30,"Si","Si",201.87,"R"
"Hombre",70,"No","Si",160.85,"A"
"Hombre",26,"No","Si",150.52,"A"
"Mujer",46,"No","Si",261.67,"R"
"Hombre",25,"No","No",151.92,"A"
"Hombre",29,"Si","No",171.1,"A"
"Hombre",36,"No","No",206.37,"R"
"Mujer",42,"Si","No",254.45,"R"
"Hombre",35,"Si","Si",196.54,"A"
"Mujer",43,"Si","Si",253.02,"R"
"Hombre",45,"No","Si",231.26,"R"
"Hombre",45,"Si","No",230.27,"R"
"Hombre",60,"No","Si",211.98,"R"
"Hombre",58,"Si","No",209.66,"R"
"Mujer",23,"Si","No",140.45,"V"
"Mujer",70,"Si","Si",160.46,"A"
"Hombre",69,"No","Si",170.59,"A"
"Mujer",38,"No","Si",245.4,"R"
"Mujer",19,"No","No",94.28,"M"
"Hombre",39,"No","Si",222.09,"R"
"Mujer",59,"No","No",232.68,"R"
"Hombre",51,"Si","No",224.42,"R"
"Mujer",35,"No","Si",228.69,"R"
"Hombre",56,"No","Si",226.26,"R"
"Hombre",51,"No","Si",227.24,"R"
"Mujer",25,"Si","No",161.97,"A"
"Hombre",40,"Si","No",222.22,"R"
"Hombre",34,"Si","Si",186.23,"A"
"Hombre",62,"No","Si",194.65,"A"
"Mujer",23,"Si","Si",140.04,"V"
"Hombre",43,"Si","Si",229.07,"R"
"Hombre",31,"No","No",177.13,"A"
"Mujer",66,"Si","No",195.48,"A"
"Mujer",23,"No","No",140.13,"V"
"Mujer",57,"Si","No",243.01,"R"
"Hombre",53,"Si","No",209.02,"R"
"Mujer",40,"Si","Si",247.72,"R"
"Hombre",44,"Si","No",229.96,"R"
"Mujer",35,"No","Si",231.58,"R"
"Mujer",32,"Si","No",216.83,"R"
"Mujer",54,"No","Si",250.43,"R"
"Hombre",18,"Si","Si",87.83,"M"
"Hombre",23,"No","Si",132.91,"V"
"Hombre",27,"No","No",156.16,"A"
"Mujer",26,"Si","No",166.72,"A"
"Hombre",55,"No","Si",221,"R"
"Hombre",42,"Si","No",221.43,"R"
"Hombre",39,"No","Si",220.29,"R"
"Hombre",59,"No","Si",215.72,"R"
"Mujer",29,"Si","Si",190.95,"A"
"Mujer",60,"No","No",234.07,"R"
"Hombre",52,"No","No",231.25,"R"
"Mujer",30,"No","No",200.22,"R"
"Hombre",47,"Si","Si",239.9,"R"
"Mujer",62,"Si","No",217.51,"R"
"Mujer",37,"Si","No",241.94,"R"
"Mujer",43,"No","Si",258.91,"R"
"Hombre",68,"Si","No",168.63,"A"
"Mujer",43,"Si","No",255.06,"R"
"Hombre",56,"No","No",214.51,"R"
"Mujer",47,"Si","Si",262.7,"R"
"Mujer",32,"Si","Si",215.1,"R"
"Mujer",40,"No","Si",251.73,"R"
"Hombre",39,"Si","No",202.54,"R"
"Hombre",43,"Si","No",222.29,"R"
"Mujer",21,"No","Si",121.94,"V"
"Hombre",29,"No","Si",168.82,"A"
"Mujer",59,"No","No",237.6,"R"
"Hombre",70,"Si","Si",155.41,"A"
"Mujer",60,"No","Si",229.6,"R"
"Mujer",67,"No","No",187.01,"A"
"Mujer",33,"No","Si",214.9,"R"
"Mujer",45,"Si","Si",259.15,"R"
"Hombre",27,"Si","Si",159.48,"A"
"Hombre",40,"Si","No",219.78,"R"
"Hombre",53,"Si","No",216.89,"R"
"Hombre",41,"No","Si",225.65,"R"
"Mujer",43,"No","Si",253.49,"R"
"Hombre",70,"No","No",154.37,"A"
"Hombre",28,"No","Si",162.31,"A"
"Hombre",38,"Si","No",216.12,"R"
"Mujer",36,"Si","No",234.12,"R"
"Hombre",20,"No","No",105.1,"V"
"Mujer",60,"Si","Si",229.08,"R"
"Mujer",35,"Si","Si",229.99,"R"
"Mujer",25,"Si","No",158.57,"A"
"Hombre",37,"No","No",222.04,"R"
"Mujer",18,"Si","Si",91.11,"M"
"Mujer",51,"No","Si",258.33,"R"
"Mujer",19,"Si","Si",93.61,"M"
"Hombre",55,"No","Si",225.21,"R"
"Hombre",29,"Si","Si",161.05,"A"
"Hombre",24,"No","No",142.34,"V"
"Mujer",41,"No","Si",254.73,"R"
"Mujer",50,"Si","Si",263.01,"R"
"Hombre",48,"Si","No",226.54,"R"
"Mujer",46,"Si","No",261.08,"R"
"Hombre",46,"No","No",216.81,"R"
"Mujer",24,"No","No",150.41,"A"
"Hombre",19,"Si","Si",88.23,"M"
"Mujer",39,"No","No",244.72,"R"
"Hombre",56,"No","No",218.4,"R"
"Mujer",65,"Si","No",204.08,"R"
"Mujer",59,"Si","Si",235.99,"R"
"Hombre",26,"No","Si",143.78,"V"
"Hombre",38,"Si","Si",220.36,"R"
"Mujer",39,"Si","No",245.35,"R"
"Hombre",22,"No","Si",121.53,"V"
"Mujer",32,"Si","Si",211.99,"R"
"Mujer",21,"Si","Si",122.7,"V"
"Mujer",36,"Si","No",232.22,"R"
"Mujer",30,"No","No",199.63,"A"
"Mujer",32,"Si","Si",212.75,"R"
"Hombre",58,"No","Si",207.35,"R"
"Hombre",43,"Si","No",216.23,"R"
"Hombre",42,"No","Si",216.43,"R"
"Mujer",62,"Si","Si",218.8,"R"
"Hombre",45,"No","Si",224.68,"R"
"Mujer",31,"No","No",207.17,"R"
"Mujer",24,"Si","No",150.46,"A"
"Hombre",39,"No","No",222.12,"R"
"Mujer",34,"Si","No",223.94,"R"
"Mujer",32,"Si","Si",212.85,"R"
"Hombre",36,"No","No",199.18,"A"
"Mujer",28,"Si","No",184.28,"A"
"Mujer",27,"No","Si",176.44,"A"
"Hombre",68,"Si","No",165.94,"A"
"Hombre",22,"Si","Si",128.12,"V"
"Mujer",46,"Si","Si",264.01,"R"
"Hombre",43,"Si","Si",212.59,"R"
"Mujer",64,"Si","Si",206.33,"R"
"Hombre",48,"No","Si",227.36,"R"
"Mujer",28,"No","Si",187.17,"A"
"Hombre",20,"No","No",102.19,"V"
"Hombre",46,"No","Si",212.29,"R"
"Hombre",20,"No","Si",85.64,"M"
"Mujer",68,"No","No",175,"A"
"Hombre",64,"No","Si",195.08,"A"
"Hombre",24,"Si","No",140.1,"V"
"Hombre",70,"Si","Si",157.64,"A"
"Hombre",38,"Si","No",216.01,"R"
"Mujer",27,"Si","No",175.28,"A"
"Hombre",34,"No","No",201.02,"R"
"Hombre",65,"Si","Si",177.77,"A"
"Hombre",41,"No","No",212.93,"R"
"Hombre",48,"No","Si",222.99,"R"
"Hombre",53,"Si","No",232.27,"R"
"Mujer",55,"Si","Si",250.08,"R"
"Hombre",51,"No","No",225.15,"R"
"Hombre",18,"Si","No",105.1,"V"
"Hombre",45,"Si","Si",226.27,"R"
"Mujer",58,"Si","No",237.06,"R"
"Hombre",68,"Si","No",171.37,"A"
"Hombre",18,"No","Si",65.7,"M"
"Hombre",38,"Si","No",212.05,"R"
"Mujer",50,"Si","No",260.14,"R"
"Hombre",28,"No","No",169.13,"A"
"Mujer",68,"No","No",177.66,"A"
"Mujer",59,"Si","Si",236.75,"R"
"Hombre",26,"No","No",144.96,"V"
"Mujer",64,"No","No",207.22,"R"
"Mujer",35,"Si","No",226.33,"R"
"Mujer",68,"Si","Si",174.88,"A"
"Hombre",66,"No","Si",180.67,"A"
"Mujer",25,"No","Si",163.36,"A"
"Mujer",58,"No","No",237.82,"R"
"Mujer",21,"Si","No",122.14,"V"
"Hombre",46,"No","No",231.44,"R"
"Mujer",68,"Si","Si",176.4,"A"
"Hombre",21,"No","No",116.16,"V"
"Mujer",52,"Si","Si",256.5,"R"
"Mujer",25,"No","Si",156.19,"A"
"Hombre",20,"Si","Si",97.21,"M"
"Hombre",30,"No","No",178.26,"A"
"Mujer",39,"Si","No",246.98,"R"
"Mujer",32,"Si","No",210.06,"R"
"Mujer",48,"Si","No",262.86,"R"
"Mujer",68,"Si","Si",176.85,"A"
"Hombre",39,"Si","Si",208.86,"R"
"Hombre",45,"No","Si",229.09,"R"
"Mujer",66,"Si","Si",195.32,"A"
"Mujer",21,"Si","Si",123.45,"V"
"Mujer",25,"No","No",156.12,"A"
"Hombre",32,"Si","Si",185.7,"A"
"Mujer",23,"Si","No",144.16,"V"
"Hombre",18,"Si","Si",88.08,"M"
"Mujer",43,"Si","Si",258.19,"R"
"Hombre",24,"No","No",141.39,"V"
"Mujer",46,"Si","Si",261.81,"R"
"Mujer",67,"Si","No",185.71,"A"
"Mujer",24,"Si","Si",150.35,"A"
"Hombre",33,"No","No",190.11,"A"
"Mujer",23,"Si","Si",145.11,"V"
"Hombre",22,"No","No",138.92,"V"
"Hombre",41,"Si","No",208.84,"R"
"Mujer",48,"Si","No",261.58,"R"
"Mujer",67,"No","No",184.9,"A"
"Mujer",37,"No","No",238.54,"R"
"Mujer",23,"Si","No",139.31,"V"
"Hombre",52,"Si","No",223.09,"R"
"Hombre",62,"No","No",205.75,"R"
"Mujer",47,"Si","Si",260.68,"R"
"Hombre",64,"No","Si",187.55,"A"
"Hombre",44,"Si","No",232.66,"R"
"Mujer",67,"Si","No",186.96,"A"
"Mujer",25,"Si","Si",161.37,"A"
"Hombre",18,"No","Si",88.19,"M"
"Mujer",60,"No","No",232.18,"R"
"Hombre",27,"Si","No",159.49,"A"
"Hombre",49,"No","Si",224.45,"R"
"Mujer",63,"Si","No",212.91,"R"
"Hombre",62,"Si","Si",197.08,"A"
"Hombre",45,"Si","No",236.16,"R"
"Hombre",62,"Si","Si",187.04,"A"
"Mujer",58,"Si","Si",238.87,"R"
"Mujer",56,"Si","Si",250.13,"R"
"Hombre",65,"No","No",175.06,"A"
"Mujer",68,"Si","Si",178.04,"A"
"Hombre",56,"No","Si",222.7,"R"
"Hombre",29,"Si","Si",177.48,"A"
"Hombre",68,"No","No",175.97,"A"
"Mujer",49,"Si","No",259.97,"R"
"Hombre",63,"Si","Si",195.91,"A"
"Hombre",64,"Si","No",192.93,"A"
"Mujer",67,"No","No",182.48,"A"
"Mujer",36,"Si","Si",238.93,"R"
"Mujer",25,"Si","Si",162.78,"A"
"Mujer",48,"Si","Si",258.36,"R"
"Hombre",41,"No","No",209.39,"R"
"Mujer",48,"Si","No",258.09,"R"
"Hombre",65,"Si","No",186,"A"
"Hombre",63,"No","No",188.88,"A"
"Mujer",68,"Si","No",176.33,"A"
"Mujer",34,"No","Si",227.48,"R"
"Mujer",32,"Si","No",215.33,"R"
"Hombre",31,"No","No",197.82,"A"
"Hombre",51,"No","No",221.24,"R"
"Hombre",59,"Si","Si",217.9,"R"
"Hombre",61,"Si","Si",202.46,"R"
"Mujer",62,"No","No",221.96,"R"
"Hombre",54,"No","No",224.15,"R"
"Mujer",46,"Si","Si",259.02,"R"
"Mujer",28,"Si","No",186.75,"A"
"Mujer",47,"No","Si",262.26,"R"
"Mujer",20,"Si","No",112.82,"V"
"Mujer",32,"Si","Si",214.43,"R"
"Mujer",48,"Si","Si",260.16,"R"
"Mujer",57,"No","Si",244.16,"R"
"Hombre",46,"Si","Si",222.93,"R"
"Mujer",52,"Si","Si",256.08,"R"
"Mujer",45,"Si","No",259.6,"R"
"Hombre",50,"No","Si",222.13,"R"
"Hombre",48,"No","Si",232.87,"R"
"Hombre",26,"No","No",154.57,"A"
"Hombre",38,"No","Si",209.54,"R"
"Hombre",30,"No","Si",176.71,"A"
"Hombre",38,"No","Si",215.67,"R"
"Mujer",33,"Si","Si",219.76,"R"
"Mujer",34,"Si","No",224.74,"R"
"Hombre",27,"Si","No",160.8,"A"
"Hombre",28,"No","Si",158.3,"A"
"Hombre",50,"No","Si",210.42,"R"
"Hombre",38,"Si","Si",209.01,"R"
"Hombre",66,"No","No",181.26,"A"
"Hombre",43,"Si","No",222.67,"R"
"Mujer",20,"Si","No",108.73,"V"
"Hombre",65,"No","Si",180.99,"A"
"Mujer",55,"Si","No",246.65,"R"
"Mujer",35,"Si","Si",228.92,"R"
"Mujer",38,"No","No",243.31,"R"
"Hombre",55,"No","Si",217.45,"R"
"Mujer",52,"No","Si",258.12,"R"
"Mujer",40,"Si","No",247.71,"R"
"Hombre",22,"Si","Si",126.28,"V"
"Hombre",69,"Si","No",149.61,"V"
"Mujer",28,"No","No",182.68,"A"
"Mujer",54,"Si","No",254.04,"R"
"Hombre",53,"Si","No",231.35,"R"
"Hombre",21,"No","Si",121.64,"V"
"Mujer",25,"Si","Si",158.36,"A"
"Mujer",45,"No","Si",260.97,"R"
"Mujer",51,"Si","No",258,"R"
"Mujer",42,"Si","Si",259.28,"R"
"Mujer",30,"No","No",200.54,"R"
"Hombre",37,"Si","Si",199.93,"A"
"Mujer",34,"No","Si",223.57,"R"
"Mujer",23,"Si","No",139.85,"V"
"Hombre",43,"Si","No",220.34,"R"
"Hombre",70,"No","No",157.02,"A"
"Mujer",55,"Si","Si",250.2,"R"
"Hombre",23,"No","Si",131.66,"V"
"Mujer",60,"No","Si",228.63,"R"
"Hombre",48,"No","Si",243.78,"R"
"Hombre",51,"Si","Si",223.03,"R"
"Mujer",45,"Si","Si",260.59,"R"
"Mujer",47,"Si","No",262.92,"R"
"Mujer",55,"No","Si",246.18,"R"
"Mujer",43,"Si","Si",254.27,"R"
"Mujer",55,"Si","Si",245.33,"R"
"Hombre",26,"Si","No",150.47,"A"
"Mujer",67,"Si","No",184.87,"A"
"Mujer",65,"No","No",199.68,"A"
"Hombre",70,"No","Si",134.98,"V"
"Mujer",45,"Si","Si",261.97,"R"
"Hombre",19,"Si","Si",101.08,"V"
"Hombre",25,"Si","Si",138.07,"V"
"Mujer",54,"Si","No",248.86,"R"
"Mujer",36,"No","No",234.92,"R"
"Hombre",49,"No","Si",235.15,"R"
"Hombre",23,"No","Si",143.9,"V"
"Hombre",45,"No","No",225.44,"R"
"Hombre",19,"No","No",109.33,"V"
"Mujer",43,"Si","Si",253.73,"R"
"Mujer",69,"No","Si",168.75,"A"
"Hombre",66,"No","No",172.96,"A"
"Hombre",29,"Si","Si",174.15,"A"
"Hombre",38,"No","No",223.46,"R"
"Hombre",40,"No","No",231.08,"R"
"Hombre",58,"No","No",212.88,"R"
"Mujer",28,"No","No",183.36,"A"
"Hombre",64,"No","Si",190.25,"A"
"Hombre",57,"No","Si",213.85,"R"
"Hombre",30,"No","No",177.73,"A"
"Mujer",51,"No","Si",259.72,"R"
"Hombre",30,"Si","No",177.37,"A"
"Hombre",36,"No","Si",210.54,"R"
"Hombre",19,"No","No",88.8,"M"
"Mujer",29,"No","Si",191.73,"A"
"Mujer",37,"Si","No",241.73,"R"
"Mujer",36,"Si","Si",231.47,"R"
"Mujer",68,"Si","No",178.62,"A"
"Mujer",38,"Si","Si",243.2,"R"
"Hombre",65,"Si","Si",180.45,"A"
"Hombre",52,"No","No",227.34,"R"
"Hombre",66,"No","Si",192.67,"A"
"Hombre",67,"Si","No",174.46,"A"
"Mujer",41,"No","No",253.16,"R"
"Mujer",68,"Si","No",174.92,"A"
"Hombre",18,"Si","Si",76.03,"M"
"Hombre",26,"Si","Si",153.13,"A"
"Mujer",23,"No","No",141.07,"V"
"Mujer",62,"Si","Si",220.4,"R"
"Mujer",64,"No","No",204.68,"R"
"Mujer",67,"No","Si",186.59,"A"
"Mujer",18,"No","No",88.55,"M"
"Mujer",26,"Si","Si",172.66,"A"
"Hombre",33,"Si","No",196.1,"A"
"Mujer",62,"Si","Si",220.68,"R"
"Mujer",33,"No","Si",218.21,"R"
"Mujer",18,"Si","Si",90.46,"M"
"Mujer",36,"No","Si",234.76,"R"
"Mujer",54,"No","No",254.07,"R"
"Hombre",48,"Si","Si",225.73,"R"
"Hombre",28,"No","No",159.64,"A"
"Hombre",22,"No","No",126.6,"V"
"Hombre",50,"Si","Si",237.77,"R"
"Mujer",61,"No","No",223.2,"R"
"Mujer",18,"Si","No",90.04,"M"
"Mujer",36,"No","No",237.16,"R"
"Mujer",43,"Si","Si",259.78,"R"
"Mujer",60,"Si","Si",229.25,"R"
"Mujer",56,"Si","Si",247.97,"R"
"Mujer",57,"Si","Si",246.22,"R"
"Hombre",62,"No","No",201.45,"R"
"Hombre",20,"No","No",97.71,"M"
"Mujer",69,"No","No",167.53,"A"
"Hombre",64,"No","Si",181.24,"A"
"Mujer",60,"No","No",230.43,"R"
"Hombre",58,"Si","No",234.35,"R"
"Hombre",41,"Si","Si",209.2,"R"
"Hombre",53,"Si","Si",237.16,"R"
"Mujer",48,"Si","No",260.47,"R"
"Mujer",29,"No","Si",192.27,"A"
"Mujer",56,"Si","Si",251.03,"R"
"Hombre",32,"No","No",182.85,"A"
"Hombre",45,"No","No",231.44,"R"
"Hombre",49,"No","Si",233.28,"R"
"Mujer",40,"Si","Si",249.4,"R"
"Hombre",18,"Si","Si",96.84,"M"
"Hombre",46,"No","No",235.38,"R"
"Mujer",50,"Si","Si",260.24,"R"
"Hombre",30,"No","Si",177.43,"A"
"Mujer",63,"No","Si",213.16,"R"
"Mujer",61,"No","Si",229.09,"R"
"Mujer",63,"No","No",214.04,"R"
"Hombre",68,"Si","No",156.75,"A"
"Mujer",44,"No","Si",255.86,"R"
"Mujer",69,"Si","Si",168.4,"A"
"Hombre",35,"No","No",201.97,"R"
"Hombre",19,"Si","Si",99.75,"M"
"Mujer",67,"No","Si",185.58,"A"
"Hombre",59,"No","No",208.93,"R"
"Mujer",40,"No","Si",249.75,"R"
"Hombre",59,"Si","No",196.05,"A"
"Hombre",48,"Si","Si",218.22,"R"
"Hombre",42,"No","No",216.86,"R"
"Mujer",19,"Si","Si",98.71,"M"
"Hombre",55,"No","Si",213.75,"R"
"Mujer",57,"Si","Si",241.93,"R"
"Hombre",48,"Si","No",224.28,"R"
"Mujer",69,"No","No",168.75,"A"
"Mujer",56,"No","Si",246.2,"R"
"Mujer",60,"Si","Si",230.52,"R"
"Mujer",28,"Si","No",183.44,"A"
"Hombre",64,"Si","No",185.7,"A"
"Hombre",69,"Si","No",170.58,"A"
"Mujer",54,"Si","Si",252.11,"R"
"Hombre",22,"Si","No",117.73,"V"
"Mujer",49,"No","Si",261.48,"R"
"Hombre",24,"No","No",133.95,"V"
"Mujer",30,"Si","No",199.15,"A"
"Mujer",60,"Si","No",232.55,"R"
"Hombre",49,"No","Si",227.4,"R"
"Mujer",21,"No","Si",124.83,"V"
"Hombre",29,"No","No",179.98,"A"
"Mujer",36,"No","No",237.9,"R"
"Mujer",65,"No","Si",199.95,"A"
"Mujer",66,"Si","Si",192.3,"A"
"Hombre",24,"No","No",140.17,"V"
"Hombre",21,"No","Si",129.64,"V"
"Mujer",18,"No","No",87.65,"M"
"Mujer",30,"Si","Si",198.88,"A"
"Mujer",38,"Si","Si",243.71,"R"
"Mujer",47,"Si","Si",262.68,"R"
"Hombre",52,"Si","Si",233.08,"R"
"Hombre",25,"No","No",143.35,"V"
"Hombre",43,"Si","No",221.72,"R"
"Mujer",37,"No","Si",240.62,"R"
