Total Nacional;Comunidades y Ciudades Autónomas;Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Tipo de Delito: Nivel 4;Periodo;Total
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2017;126
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2016;78
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2015;126
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2014;139
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2013;148
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2020;195
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2019;287
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2018;348
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2017;449
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2016;483
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2015;624
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2014;588
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2013;552
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2020;15
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2019;19
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2018;29
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2017;24
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2016;40
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2015;42
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2014;32
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2013;32
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2020;38
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2019;76
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2018;71
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2017;59
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2016;43
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2015;48
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2014;68
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2013;19
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2020;369
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2019;490
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2018;479
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2017;492
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2016;467
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2015;302
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2014;236
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2013;200
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2020;287
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2019;367
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2018;345
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2017;365
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2016;290
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2015;197
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2014;158
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2013;126
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2020;51
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2019;74
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2018;83
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2017;94
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2016;131
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2015;67
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2014;59
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2013;66
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2020;31
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2019;49
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2018;51
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2017;33
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2016;46
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2015;38
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2014;19
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2013;8
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2020;116
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2019;185
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2018;174
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2017;220
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2016;184
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2015;148
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2014;117
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2013;107
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2020;30
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2019;40
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2018;82
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2017;49
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2016;77
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2015;104
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2014;60
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2013;46
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2020;49
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2019;34
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2018;48
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2017;44
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2016;68
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2015;44
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2014;42
Total Nacional;11 Extremadura;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2013;21
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;;;2020;1426
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;;;2019;1658
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;;;2018;1505
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;;;2017;1554
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;;;2016;1663
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;;;2015;1870
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;;;2014;1962
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;;;2013;1928
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2020;182
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2019;183
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2018;199
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2017;250
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2016;302
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2015;352
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2014;318
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2013;265
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2020;1228
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2019;1463
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2018;1296
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2017;1291
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2016;1347
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2015;1484
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2014;1635
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2013;1656
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2020;16
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2019;12
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2018;10
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2017;13
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2016;14
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2015;34
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2014;9
Total Nacional;11 Extremadura;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2013;7
Total Nacional;11 Extremadura;A Total Delitos;18 Falsedades;;;2020;69
Total Nacional;11 Extremadura;A Total Delitos;18 Falsedades;;;2019;80
Total Nacional;11 Extremadura;A Total Delitos;18 Falsedades;;;2018;115
Total Nacional;11 Extremadura;A Total Delitos;18 Falsedades;;;2017;110
Total Nacional;11 Extremadura;A Total Delitos;18 Falsedades;;;2016;95
Total Nacional;11 Extremadura;A Total Delitos;18 Falsedades;;;2015;125
Total Nacional;11 Extremadura;A Total Delitos;18 Falsedades;;;2014;118
Total Nacional;11 Extremadura;A Total Delitos;18 Falsedades;;;2013;102
Total Nacional;11 Extremadura;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2020;62
Total Nacional;11 Extremadura;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2019;68
